"0-0","0-0","0-0","3-39","4-39","5-39","6-39","7-39","8-39","9-39","10-39","11-39","12-39","13-39","14-39","15-39","16-39","17-39","18-39","19-39","20-39","21-39","22-39","23-39","24-39","25-39","26-39","27-39","0-0","0-0","0-0","0-0","0-0","3-3","3-4","4-4","4-5","5-5","5-6","6-6","6-7","7-7","7-8","8-8","8-9","9-9","9-10","10-10","0-0","0-0","0-0","0-0","0-0","0-0","3-3","3-21","4-21","5-21","6-19","7-17","8-15","9-14","10-12","11-10","12-9","13-7","14-5","16-3","0-0","0-0","0-0","0-0","3-14","4-14","5-14","6-14","7-14","8-14","9-14","10-14","11-4","12-4","13-4","14-4","15-4","16-4","17-4","18-4","19-4","20-4","21-4","22-3","0-0","0-0","0-0","3-8","4-8","5-8","6-8","7-8","8-8","9-8","10-8","11-8","12-8","13-8","5-23","6-23","7-23","8-23","9-23","10-23","20-8","21-8","22-8","23-8","24-8","25-8","26-8","27-8","28-8","29-8","30-8","31-8","32-8","33-8","34-8","35-8","36-8","37-8","38-8","39-8","0-0","0-0","0-0","3-3","3-6","4-6","5-6","6-5","7-5","8-5","9-4","10-4","12-3","13-3","14-3","0-0","0-0","0-0","0-0","0-0","0-0","0-0","0-0","3-14","4-13","5-13","6-12","7-12","8-11","9-11","10-10","11-9","12-9","13-8","14-7","15-7","16-6","0-0","0-0","0-0","0-0","0-0","3-4","3-18","4-18","5-17","6-16","7-16","8-15","9-14","10-13","11-12","12-12","13-11","14-10","15-9","16-8","17-7","18-6","19-5","21-4","22-3","0-0","0-0","0-0","0-0","0-0","3-39","4-39","5-39","6-39","7-39","8-39","9-39","10-39","11-39","12-39","13-39","14-39","15-39","16-39","17-39","18-39","19-39","20-39","21-39","22-39","23-39","24-39","25-39","26-39","27-39","28-39"
"0-0","0-0","0-0","3-40","4-40","5-40","6-40","7-40","8-40","9-40","10-40","11-40","12-40","13-40","14-40","15-40","16-40","17-40","18-40","19-40","20-40","21-40","22-40","23-40","24-40","25-40","26-40","0-0","0-0","0-0","0-0","0-0","3-3","3-4","4-4","4-5","5-5","5-6","6-6","6-7","7-7","7-8","8-8","8-9","9-9","9-10","10-10","0-0","0-0","0-0","0-0","0-0","0-0","3-3","3-4","3-22","4-22","5-22","6-20","7-18","8-16","9-15","10-13","11-11","12-10","13-8","14-6","16-4","18-3","0-0","0-0","0-0","0-0","3-16","4-16","5-16","6-16","7-16","8-16","9-16","10-5","11-5","12-5","13-5","14-5","15-5","16-5","17-5","18-5","19-5","20-5","21-4","0-0","0-0","0-0","3-9","4-9","5-9","6-9","7-9","8-9","9-9","10-9","11-9","12-9","13-9","14-9","6-24","7-24","8-24","9-24","10-24","20-9","21-9","22-9","23-9","24-9","25-9","26-9","27-9","28-9","29-9","30-9","31-9","32-9","33-9","34-9","35-9","36-9","37-9","38-9","39-9","0-0","0-0","0-0","3-4","3-7","4-7","5-7","6-6","7-6","8-6","9-5","10-5","12-4","13-4","14-4","15-3","16-3","0-0","0-0","0-0","0-0","0-0","0-0","0-0","0-0","3-14","4-13","5-13","6-12","7-12","8-11","9-10","10-10","11-9","12-8","13-8","0-0","0-0","0-0","0-0","0-0","3-3","3-5","3-19","4-19","5-18","6-17","7-17","8-16","9-15","10-14","11-13","12-13","13-12","14-11","15-10","16-9","17-8","18-7","19-6","21-5","22-4","24-3","0-0","0-0","0-0","0-0","0-0","3-40","4-40","5-40","6-40","7-40","8-40","9-40","10-40","11-40","12-40","13-40","14-40","15-40","16-40","17-40","18-40","19-40","20-40","21-40","22-40","23-40","24-40","25-40","26-40","27-40"
"0-0","0-0","0-0","3-41","4-41","5-41","6-41","7-41","8-41","9-41","10-41","11-41","12-41","13-41","14-41","15-41","16-41","17-41","18-41","19-41","20-41","21-41","22-41","23-41","24-41","25-41","0-0","0-0","0-0","0-0","0-0","3-3","3-4","4-4","4-5","5-5","5-6","6-6","6-7","7-7","7-8","8-8","8-9","9-9","9-10","10-10","0-0","0-0","0-0","0-0","0-0","3-3","4-3","5-3","6-3","3-23","4-23","5-23","6-21","7-19","8-17","9-16","10-14","11-12","12-11","13-9","14-7","16-5","0-0","0-0","0-0","0-0","0-0","3-17","4-17","5-17","6-17","7-17","8-17","9-17","10-6","11-6","12-6","13-6","14-6","15-6","16-6","17-6","18-6","19-6","20-6","21-5","0-0","0-0","0-0","0-0","3-10","4-10","5-10","6-10","7-10","8-10","9-10","10-10","11-10","12-10","13-10","6-25","7-25","8-25","9-25","10-25","19-10","20-10","21-10","22-10","23-10","24-10","25-10","26-10","27-10","28-10","29-10","30-10","31-10","32-10","33-10","34-10","35-10","36-10","37-10","0-0","0-0","0-0","0-0","3-5","3-8","4-8","5-8","6-7","7-7","8-7","9-6","10-6","12-5","13-5","14-5","15-4","16-4","17-3","18-3","0-0","0-0","0-0","0-0","0-0","0-0","3-15","4-14","5-14","6-13","7-13","8-12","9-11","10-11","11-10","12-9","0-0","0-0","0-0","0-0","0-0","3-3","3-4","3-6","3-20","4-20","5-19","6-18","7-18","8-17","9-16","10-15","11-14","12-14","13-13","14-12","15-11","16-10","17-9","18-8","19-7","21-6","22-5","24-4","26-3","0-0","0-0","0-0","0-0","0-0","3-41","4-41","5-41","6-41","7-41","8-41","9-41","10-41","11-41","12-41","13-41","14-41","15-41","16-41","17-41","18-41","19-41","20-41","21-41","22-41","23-41","24-41","25-41","26-41"
"0-0","0-0","0-0","3-42","4-42","5-42","6-42","7-42","8-42","9-42","10-42","11-42","12-42","13-42","14-42","15-42","16-42","17-42","18-42","19-42","20-42","21-42","22-42","23-42","24-42","0-0","0-0","0-0","0-0","0-0","3-3","3-4","4-4","4-5","5-5","5-6","6-6","6-7","7-7","7-8","8-8","8-9","9-9","9-10","0-0","0-0","0-0","0-0","0-0","0-0","3-3","3-4","4-4","5-4","6-4","3-24","4-24","5-24","6-22","7-20","8-18","9-17","10-15","11-13","12-12","13-10","14-8","0-0","0-0","0-0","0-0","0-0","0-0","3-18","4-18","5-18","6-18","7-18","8-18","9-18","10-7","11-7","12-7","13-7","14-7","15-7","16-7","17-7","18-7","19-7","20-7","21-6","0-0","0-0","0-0","0-0","3-11","4-11","5-11","6-11","7-11","8-11","9-11","10-11","11-11","12-11","13-11","6-26","7-26","8-26","9-26","10-26","19-11","20-11","21-11","22-11","23-11","24-11","25-11","26-11","27-11","28-11","29-11","30-11","31-11","32-11","33-11","34-11","35-11","36-11","37-11","0-0","0-0","0-0","0-0","3-6","3-9","4-9","5-9","6-8","7-8","8-8","9-7","10-7","12-6","13-6","14-6","15-5","16-5","17-4","18-4","19-3","20-3","0-0","0-0","0-0","0-0","3-16","4-15","5-15","6-14","7-14","8-13","9-12","10-12","11-11","0-0","0-0","0-0","0-0","0-0","3-3","3-4","4-4","3-7","3-21","4-21","5-20","6-19","7-19","8-18","9-17","10-16","11-15","12-15","13-14","14-13","15-12","16-11","17-10","18-9","19-8","21-7","22-6","24-5","26-4","28-3","0-0","0-0","0-0","0-0","0-0","3-42","4-42","5-42","6-42","7-42","8-42","9-42","10-42","11-42","12-42","13-42","14-42","15-42","16-42","17-42","18-42","19-42","20-42","21-42","22-42","23-42","24-42","25-42"
"0-0","0-0","0-0","3-43","4-43","5-43","6-43","7-43","8-43","9-43","10-43","11-43","12-43","13-43","14-43","15-43","16-43","17-43","18-43","19-43","20-43","21-43","22-43","23-43","0-0","0-0","0-0","0-0","0-0","0-0","3-4","4-4","4-5","5-5","5-6","6-6","6-7","7-7","7-8","8-8","8-9","9-9","9-10","0-0","0-0","0-0","0-0","0-0","0-0","3-3","3-4","4-4","4-5","5-5","6-5","3-25","4-25","5-25","6-23","7-21","8-19","9-18","10-16","11-14","12-13","0-0","0-0","0-0","0-0","0-0","0-0","0-0","3-3","3-19","4-19","5-19","6-19","7-19","8-19","9-19","10-8","11-8","12-8","13-8","14-8","15-8","16-8","17-8","18-8","19-8","20-8","21-7","23-3","0-0","0-0","0-0","3-12","4-12","5-12","6-12","7-12","8-12","9-12","10-12","11-12","12-12","13-12","14-12","7-27","0-0","0-0","0-0","0-0","0-0","0-0","0-0","0-0","3-28","4-28","5-27","6-27","7-27","8-27","9-13","10-13","11-13","12-13","13-12","14-12","15-12","16-12","0-0","0-0","0-0","3-3","3-7","3-10","4-10","5-10","6-9","7-9","8-9","9-8","10-8","12-7","13-7","14-7","15-6","16-6","17-5","18-5","19-4","0-0","0-0","0-0","0-0","0-0","3-17","4-16","5-16","6-15","7-15","8-14","9-13","10-13","11-12","0-0","0-0","0-0","0-0","3-3","3-4","4-4","4-5","5-5","3-22","4-22","5-21","6-20","7-20","8-19","9-18","10-17","11-16","12-16","13-15","14-14","15-13","16-12","17-11","18-10","19-9","21-8","22-7","24-6","26-5","28-4","0-0","0-0","0-0","0-0","0-0","0-0","3-43","4-43","5-43","6-43","7-43","8-43","9-43","10-43","11-43","12-43","13-43","14-43","15-43","16-43","17-43","18-43","19-43","20-43","21-43","22-43","23-43","24-43"
"0-0","0-0","0-0","3-44","4-44","5-44","6-44","7-44","8-44","9-44","10-44","11-44","12-44","13-44","14-44","15-44","16-44","17-44","18-44","19-44","20-44","21-44","22-44","23-44","0-0","0-0","0-0","0-0","0-0","3-3","3-5","4-5","5-5","5-6","6-6","6-7","7-7","7-8","8-8","8-9","9-9","9-10","0-0","0-0","0-0","0-0","0-0","0-0","3-3","3-4","4-4","4-5","5-5","5-6","6-6","3-26","4-26","5-26","6-24","7-22","8-20","9-19","10-17","11-15","0-0","0-0","0-0","0-0","0-0","0-0","0-0","3-3","3-4","3-20","4-20","5-20","6-20","7-20","8-20","9-20","10-9","11-9","12-9","13-9","14-9","15-9","16-9","17-9","18-9","19-9","20-9","21-8","23-4","0-0","0-0","0-0","0-0","3-13","4-13","5-13","6-13","0-0","0-0","0-0","0-0","0-0","0-0","0-0","0-0","0-0","0-0","0-0","0-0","0-0","0-0","0-0","0-0","0-0","0-0","0-0","0-0","0-0","0-0","0-0","0-0","3-14","4-14","5-13","6-13","7-13","0-0","0-0","0-0","0-0","3-4","3-8","3-11","4-11","5-11","6-10","7-10","8-10","9-9","10-9","12-8","13-8","14-8","15-7","16-7","17-6","18-6","19-5","0-0","0-0","0-0","0-0","3-3","3-18","4-17","5-17","6-16","7-16","8-15","9-14","10-14","0-0","0-0","0-0","0-0","0-0","3-4","4-4","4-5","5-5","5-6","3-23","4-23","5-22","6-21","7-21","8-20","0-0","0-0","0-0","3-17","4-16","5-15","6-14","7-13","8-12","9-11","10-10","11-9","12-8","13-7","14-6","15-5","16-3","0-0","0-0","0-0","0-0","0-0","3-44","4-44","5-44","6-44","7-44","8-44","9-44","10-44","11-44","12-44","13-44","14-44","15-44","16-44","17-44","18-44","19-44","20-44","21-44","22-44","23-44","24-44"
"0-0","0-0","0-0","3-45","4-45","5-45","6-45","7-45","8-45","9-45","10-45","11-45","12-45","13-45","14-45","15-45","16-45","17-45","18-45","19-45","20-45","21-45","22-45","0-0","0-0","0-0","0-0","0-0","3-3","3-4","3-6","4-6","5-6","6-6","6-7","7-7","7-8","8-8","8-9","9-9","9-10","0-0","0-0","0-0","0-0","0-0","0-0","3-3","3-4","4-4","4-5","5-5","5-6","6-6","6-7","3-27","4-27","5-27","6-25","7-23","8-21","9-20","0-0","0-0","0-0","0-0","0-0","0-0","0-0","3-3","4-3","5-3","6-3","3-21","4-21","5-21","6-21","7-21","8-21","9-21","10-10","11-10","12-10","13-10","14-10","15-10","16-10","17-10","18-10","19-10","20-10","21-9","23-5","0-0","0-0","0-0","0-0","0-0","0-0","0-0","0-0","0-0","0-0","0-0","0-0","0-0","0-0","0-0","0-0","0-0","0-0","0-0","0-0","0-0","0-0","0-0","0-0","0-0","0-0","0-0","0-0","0-0","0-0","0-0","0-0","0-0","0-0","0-0","0-0","0-0","0-0","0-0","0-0","0-0","3-5","3-9","3-12","4-12","5-12","6-11","7-11","8-11","9-10","10-10","12-9","13-9","14-9","15-8","16-8","17-7","18-7","0-0","0-0","0-0","0-0","0-0","3-4","3-19","4-18","5-18","6-17","7-17","8-16","9-15","0-0","0-0","0-0","0-0","0-0","3-3","3-5","4-5","5-5","5-6","6-6","3-24","4-24","5-23","6-22","7-22","0-0","0-0","0-0","0-0","3-18","4-17","5-16","6-15","7-14","8-13","9-12","10-11","11-10","12-9","13-8","14-7","15-6","16-4","17-3","0-0","0-0","0-0","0-0","0-0","3-45","4-45","5-45","6-45","7-45","8-45","9-45","10-45","11-45","12-45","13-45","14-45","15-45","16-45","17-45","18-45","19-45","20-45","21-45","22-45","23-45"
"0-0","0-0","0-0","3-46","4-46","5-46","6-46","7-46","8-46","9-46","10-46","11-46","12-46","13-46","14-46","15-46","16-46","17-46","18-46","19-46","20-46","21-46","0-0","0-0","0-0","0-0","0-0","3-3","3-4","4-4","3-7","4-7","5-7","6-7","7-7","7-8","8-8","8-9","9-9","9-10","10-10","0-0","0-0","0-0","0-0","0-0","3-3","3-4","4-4","4-5","5-5","5-6","6-6","6-7","7-7","3-28","4-28","5-28","6-26","7-24","8-22","0-0","0-0","0-0","0-0","0-0","0-0","0-0","3-3","3-4","4-4","5-4","6-4","3-22","4-22","5-22","6-22","7-22","8-22","9-22","10-11","11-11","12-11","13-11","14-11","15-11","16-11","17-11","18-11","19-11","20-11","21-10","0-0","0-0","0-0","0-0","0-0","0-0","0-0","0-0","0-0","0-0","0-0","0-0","0-0","0-0","0-0","0-0","0-0","0-0","0-0","0-0","3-3","4-3","0-0","0-0","0-0","0-0","0-0","0-0","0-0","0-0","0-0","0-0","0-0","0-0","0-0","0-0","0-0","0-0","0-0","0-0","0-0","0-0","3-6","3-10","4-10","4-13","5-13","6-12","7-12","8-12","10-10","10-11","12-10","13-10","14-10","15-9","16-9","17-8","18-8","0-0","0-0","0-0","0-0","3-3","3-5","3-20","4-19","5-19","6-18","7-18","8-17","0-0","0-0","0-0","0-0","0-0","3-3","3-4","3-6","4-6","5-6","6-6","6-7","3-25","4-25","5-24","6-23","0-0","0-0","0-0","0-0","0-0","3-19","4-18","5-17","6-16","7-15","8-14","9-13","10-12","11-11","12-10","13-9","14-8","15-7","16-5","17-4","0-0","0-0","0-0","0-0","0-0","0-0","3-46","4-46","5-46","6-46","7-46","8-46","9-46","10-46","11-46","12-46","13-46","14-46","15-46","16-46","17-46","18-46","19-46","20-46","21-46","22-46"
"0-0","0-0","0-0","3-47","4-47","5-47","6-47","7-47","8-47","9-47","10-47","11-47","12-47","13-47","14-47","15-47","16-47","17-47","18-47","19-47","20-47","0-0","0-0","0-0","0-0","0-0","3-3","3-4","4-4","4-5","5-5","4-8","5-8","6-8","7-8","8-8","8-9","9-9","9-10","10-10","0-0","0-0","0-0","0-0","0-0","3-3","3-4","4-4","4-5","5-5","5-6","6-6","6-7","7-7","7-8","3-29","4-29","5-29","6-27","7-25","0-0","0-0","0-0","0-0","0-0","0-0","3-3","4-3","5-3","6-3","7-3","5-5","6-5","3-23","4-23","5-23","6-23","7-23","8-23","9-23","10-12","11-12","12-12","13-12","14-12","15-12","16-12","17-12","18-12","0-0","0-0","0-0","0-0","0-0","0-0","0-0","0-0","0-0","0-0","0-0","0-0","0-0","0-0","0-0","3-3","4-3","5-3","6-3","7-3","8-3","9-3","10-3","11-3","12-3","13-3","14-3","15-3","16-3","17-3","18-3","19-3","20-3","0-0","0-0","0-0","0-0","0-0","0-0","0-0","0-0","0-0","0-0","0-0","3-3","3-7","3-11","4-11","4-14","5-14","6-13","7-13","8-13","10-11","11-11","12-11","13-11","14-11","15-10","16-10","17-9","0-0","0-0","0-0","0-0","3-3","3-4","3-6","3-21","4-20","5-20","6-19","7-19","8-18","0-0","0-0","0-0","0-0","3-3","3-4","4-4","3-7","4-7","5-7","6-7","7-7","3-26","4-26","5-25","0-0","0-0","0-0","0-0","0-0","3-3","3-20","4-19","5-18","6-17","7-16","8-15","9-14","10-13","11-12","12-11","13-10","14-9","15-8","16-6","0-0","0-0","0-0","0-0","0-0","0-0","0-0","0-0","3-47","4-47","5-47","6-47","7-47","8-47","9-47","10-47","11-47","12-47","13-47","14-47","15-47","16-47","17-47","18-47","19-47","20-47","21-47"
"0-0","0-0","0-0","3-48","4-48","5-48","6-48","7-48","8-48","9-48","10-48","11-48","12-48","13-48","14-48","15-48","16-48","17-48","18-48","19-48","20-48","0-0","0-0","0-0","0-0","3-3","3-4","4-4","4-5","5-5","5-6","4-9","5-9","6-9","7-9","8-9","9-9","9-10","10-10","0-0","0-0","0-0","0-0","0-0","3-3","3-4","4-4","4-5","5-5","5-6","6-6","6-7","7-7","7-8","8-8","3-30","4-30","5-30","6-28","0-0","0-0","0-0","0-0","0-0","0-0","3-3","3-4","4-4","5-4","6-4","7-4","8-4","6-6","3-24","4-24","5-24","6-24","7-24","8-24","9-24","10-13","11-13","12-13","13-13","14-13","15-13","16-13","0-0","0-0","0-0","0-0","0-0","0-0","0-0","0-0","0-0","0-0","0-0","3-3","4-3","5-3","6-3","7-3","8-3","9-3","10-3","11-3","12-3","13-3","14-3","15-3","16-3","17-3","18-3","19-3","20-3","21-3","22-3","23-3","18-4","19-4","20-4","27-3","28-3","29-3","30-3","31-3","32-3","33-3","0-0","0-0","0-0","0-0","3-4","3-8","3-12","4-12","4-15","5-15","6-14","7-14","8-14","10-12","11-12","12-12","13-12","14-12","15-11","16-11","0-0","0-0","0-0","0-0","0-0","3-4","4-4","3-7","3-22","4-21","5-21","6-20","7-20","8-19","0-0","0-0","0-0","0-0","0-0","3-5","4-5","5-5","4-8","5-8","6-8","7-8","3-27","4-27","0-0","0-0","0-0","0-0","0-0","3-3","3-4","3-21","4-20","5-19","6-18","7-17","8-16","9-15","10-14","11-13","12-12","13-11","14-10","0-0","0-0","0-0","0-0","0-0","0-0","0-0","0-0","0-0","0-0","3-48","4-48","5-48","6-48","7-48","8-48","9-48","10-48","11-48","12-48","13-48","14-48","15-48","16-48","17-48","18-48","19-48","20-48","21-48"
"0-0","0-0","0-0","3-49","4-49","5-49","6-49","7-49","8-49","9-49","10-49","11-49","12-49","13-49","14-49","15-49","16-49","17-49","18-49","19-49","0-0","0-0","0-0","0-0","0-0","3-4","4-4","4-5","5-5","5-6","6-6","6-7","5-10","6-10","7-10","8-10","9-10","10-10","0-0","0-0","0-0","0-0","0-0","3-3","3-4","4-4","4-5","5-5","5-6","6-6","6-7","7-7","7-8","8-8","8-9","3-31","4-31","5-31","0-0","0-0","0-0","0-0","0-0","0-0","3-3","3-4","4-4","4-5","5-5","6-5","7-5","8-5","9-5","3-25","4-25","5-25","6-25","7-25","8-25","9-25","10-14","11-14","12-14","13-14","14-14","0-0","0-0","0-0","0-0","0-0","0-0","0-0","0-0","0-0","0-0","0-0","0-0","0-0","3-4","4-4","5-4","6-4","7-4","8-4","9-4","10-4","11-4","12-4","13-4","14-4","15-4","16-4","17-4","18-4","19-4","20-4","21-4","22-4","23-4","24-4","25-4","26-4","27-4","28-4","29-4","30-4","31-4","32-4","33-4","0-0","0-0","0-0","0-0","3-5","3-9","3-13","4-13","5-13","5-16","7-13","7-15","8-15","10-13","11-13","12-13","13-13","14-13","15-12","16-12","0-0","0-0","0-0","0-0","3-3","3-5","4-5","5-5","3-23","4-22","5-22","6-21","7-21","8-20","0-0","0-0","0-0","0-0","0-0","0-0","3-7","4-7","4-9","5-9","6-9","7-9","3-28","0-0","0-0","0-0","0-0","0-0","3-3","3-4","4-4","3-22","4-21","5-20","6-19","7-18","8-17","9-16","10-15","11-14","12-13","13-12","0-0","0-0","0-0","0-0","0-0","0-0","3-3","0-0","0-0","0-0","0-0","0-0","3-49","4-49","5-49","6-49","7-49","8-49","9-49","10-49","11-49","12-49","13-49","14-49","15-49","16-49","17-49","18-49","19-49","20-49"
"0-0","0-0","0-0","3-50","4-50","5-50","6-50","7-50","8-50","9-50","10-50","11-50","12-50","13-50","14-50","15-50","16-50","17-50","18-50","0-0","0-0","0-0","0-0","0-0","3-3","3-5","4-5","5-5","5-6","6-6","6-7","7-7","7-8","6-11","7-11","8-11","9-11","0-0","0-0","0-0","0-0","0-0","3-3","3-4","4-4","4-5","5-5","5-6","6-6","6-7","7-7","7-8","8-8","8-9","9-9","3-32","0-0","0-0","0-0","0-0","0-0","0-0","3-3","4-3","5-3","6-3","7-3","5-5","5-6","6-6","7-6","8-6","9-6","3-26","4-26","5-26","6-26","7-26","8-26","9-26","10-15","11-15","0-0","0-0","0-0","0-0","0-0","0-0","0-0","0-0","0-0","0-0","3-3","4-3","5-3","0-0","0-0","0-0","3-5","4-5","5-5","6-5","7-5","8-5","9-5","10-5","11-5","12-5","13-5","14-5","15-5","16-5","17-5","18-5","19-5","20-5","21-5","22-5","23-5","24-5","25-5","26-5","27-5","28-5","29-5","30-5","31-5","32-5","33-5","0-0","0-0","0-0","3-3","3-6","3-10","3-14","4-14","5-14","5-17","7-14","7-16","8-16","10-14","11-14","12-14","13-14","14-14","15-13","0-0","0-0","0-0","0-0","0-0","3-4","3-6","4-6","5-6","3-24","4-23","5-23","6-22","7-22","8-21","13-3","14-3","0-0","0-0","0-0","0-0","0-0","0-0","3-11","4-11","5-11","6-11","0-0","0-0","0-0","0-0","0-0","3-3","3-4","4-4","4-5","3-23","4-22","5-21","6-20","7-19","8-18","9-17","10-16","11-15","12-14","0-0","0-0","0-0","0-0","0-0","0-0","3-3","3-4","5-3","0-0","0-0","0-0","0-0","0-0","3-50","4-50","5-50","6-50","7-50","8-50","9-50","10-50","11-50","12-50","13-50","14-50","15-50","16-50","17-50","18-50","19-50"
"0-0","0-0","0-0","3-51","4-51","5-51","6-51","7-51","8-51","9-51","10-51","11-51","12-51","13-51","14-51","15-51","16-51","17-51","18-51","0-0","0-0","0-0","0-0","3-3","3-4","3-6","4-6","5-6","6-6","6-7","7-7","7-8","8-8","6-12","7-12","8-12","0-0","0-0","0-0","0-0","0-0","3-3","3-4","4-4","4-5","5-5","5-6","6-6","6-7","7-7","7-8","8-8","8-9","9-9","9-10","0-0","0-0","0-0","0-0","0-0","0-0","3-3","3-4","4-4","5-4","6-4","7-4","8-4","6-6","6-7","7-7","8-7","9-7","3-27","4-27","5-27","6-27","7-27","8-27","9-27","0-0","0-0","0-0","0-0","0-0","0-0","0-0","0-0","0-0","3-3","4-3","5-3","6-3","7-3","8-3","0-0","0-0","0-0","3-6","4-6","5-6","6-6","7-6","8-6","9-6","10-6","11-6","12-6","13-6","14-6","15-6","16-6","17-6","18-6","19-6","20-6","21-6","22-6","23-6","24-6","25-6","26-6","27-6","28-6","29-6","30-6","31-6","32-6","33-6","0-0","0-0","0-0","3-4","3-7","3-11","3-15","4-15","5-15","5-18","7-15","8-15","8-17","10-15","11-15","12-15","13-15","14-15","15-14","0-0","0-0","0-0","0-0","3-3","3-5","3-7","4-7","5-7","3-25","4-24","5-24","6-23","7-23","8-22","13-4","14-4","16-3","0-0","0-0","0-0","0-0","0-0","0-0","3-13","4-13","0-0","0-0","0-0","0-0","0-0","3-3","3-4","4-4","4-5","5-5","3-24","4-23","5-22","6-21","7-20","8-19","9-18","10-17","0-0","0-0","0-0","0-0","0-0","0-0","0-0","3-3","3-4","4-4","5-4","7-3","0-0","0-0","0-0","0-0","3-51","4-51","5-51","6-51","7-51","8-51","9-51","10-51","11-51","12-51","13-51","14-51","15-51","16-51","17-51","18-51","19-51"
"0-0","0-0","0-0","3-52","4-52","5-52","6-52","7-52","8-52","9-52","10-52","11-52","12-52","13-52","14-52","15-52","16-52","17-52","0-0","0-0","0-0","0-0","0-0","3-4","4-4","3-7","4-7","5-7","6-7","7-7","7-8","8-8","8-9","9-9","7-13","0-0","0-0","0-0","0-0","0-0","3-3","3-4","4-4","4-5","5-5","5-6","6-6","6-7","7-7","7-8","8-8","8-9","9-9","9-10","0-0","0-0","0-0","0-0","0-0","0-0","3-3","3-4","4-4","4-5","5-5","6-5","7-5","8-5","9-5","10-5","7-8","8-8","9-8","3-28","4-28","5-28","6-28","0-0","0-0","0-0","0-0","0-0","0-0","0-0","0-0","0-0","0-0","3-3","4-3","5-3","6-3","7-3","6-4","7-4","8-4","0-0","0-0","0-0","0-0","3-7","4-7","5-7","6-7","7-7","8-7","9-7","10-7","11-7","12-7","13-7","14-7","15-7","16-7","17-7","18-7","19-7","20-7","21-7","22-7","23-7","24-7","25-7","26-7","27-7","28-7","29-7","30-7","31-7","0-0","0-0","0-0","0-0","3-5","3-8","3-12","3-16","4-16","5-16","6-16","7-16","8-16","8-18","10-16","11-16","12-16","13-16","14-16","0-0","0-0","0-0","0-0","0-0","3-4","3-6","3-8","4-8","5-8","3-26","4-25","5-25","6-24","7-24","8-23","13-5","14-5","16-4","17-3","0-0","0-0","0-0","0-0","0-0","0-0","0-0","0-0","0-0","0-0","0-0","3-3","3-4","4-4","4-5","5-5","5-6","3-25","4-24","5-23","6-22","7-21","8-20","9-19","0-0","0-0","0-0","0-0","0-0","0-0","3-3","4-3","5-3","6-3","7-3","5-5","7-4","0-0","0-0","0-0","0-0","0-0","3-52","4-52","5-52","6-52","7-52","8-52","9-52","10-52","11-52","12-52","13-52","14-52","15-52","16-52","17-52","18-52"
"0-0","0-0","0-0","3-53","4-53","5-53","6-53","7-53","8-53","9-53","10-53","11-53","12-53","13-53","14-53","15-53","16-53","0-0","0-0","0-0","0-0","0-0","3-3","3-5","4-5","5-5","4-8","5-8","6-8","7-8","8-8","8-9","9-9","9-10","0-0","0-0","0-0","0-0","0-0","0-0","3-4","4-4","4-5","5-5","5-6","6-6","6-7","7-7","7-8","8-8","8-9","9-9","9-10","0-0","0-0","0-0","0-0","0-0","0-0","3-3","3-4","4-4","4-5","5-5","5-6","6-6","7-6","8-6","9-6","10-6","11-6","8-9","9-9","10-9","4-29","5-29","0-0","0-0","0-0","0-0","0-0","0-0","0-0","0-0","0-0","3-3","4-3","5-3","6-3","7-3","6-4","7-4","8-4","9-4","8-5","0-0","0-0","0-0","0-0","3-8","4-8","5-8","6-8","7-8","8-8","9-8","10-8","11-8","12-8","13-8","14-8","15-8","16-8","17-8","18-8","19-8","20-8","21-8","22-8","23-8","24-8","25-8","26-8","27-8","28-8","29-8","30-8","31-8","0-0","0-0","0-0","0-0","3-6","3-9","3-13","4-13","4-17","5-17","6-17","7-17","8-17","9-17","10-17","11-17","12-17","13-17","14-17","0-0","0-0","0-0","0-0","3-3","3-5","3-7","4-7","4-9","5-9","3-27","4-26","5-26","6-25","7-25","8-24","13-6","14-6","16-5","17-4","19-3","0-0","0-0","0-0","0-0","0-0","0-0","0-0","0-0","0-0","3-3","3-4","4-4","4-5","5-5","5-6","6-6","3-26","4-25","5-24","6-23","7-22","8-21","0-0","0-0","0-0","0-0","0-0","0-0","3-3","3-4","4-4","5-4","6-4","7-4","8-4","9-4","11-3","0-0","0-0","0-0","0-0","0-0","3-53","4-53","5-53","6-53","7-53","8-53","9-53","10-53","11-53","12-53","13-53","14-53","15-53","16-53","17-53"
